HLength,Type,Wetland,Sample,DateCollected,Taxa,tot_biomass,Count,Density,FFG,Female dispersal distance,Adult flyer strength,Voltanism
Intermediate,Marsh,W53,531W53E2,5/31/2023,Oxyethira,0.2051626954,1,2.5,HB,High,Weak,Univoltine
Long,Swamp,W11,321W11E1,3/21/2023,Alluaudomyia,1.957025173,3,7.5,PR,Low,Weak,Univoltine
Long,Swamp,W11,321W11E2,3/21/2023,Alluaudomyia,0.7422617853,1,2.5,PR,Low,Weak,Univoltine
Long,Swamp,W11,405W11E3,4/5/2023,Alluaudomyia,1.484523571,2,5,PR,Low,Weak,Univoltine
Long,Swamp,W11,503W11E1,5/3/2023,Alluaudomyia,0.4725016021,1,2.5,PR,Low,Weak,Univoltine
Long,Swamp,W11,517W11E2,5/17/2023,Alluaudomyia,0.9450032042,2,5,PR,Low,Weak,Univoltine
Long,Swamp,W11,517W11E3,5/17/2023,Alluaudomyia,0.7422617853,1,2.5,PR,Low,Weak,Univoltine
Long,Swamp,W11,531W11E1,5/31/2023,Alluaudomyia,0.7422617853,1,2.5,PR,Low,Weak,Univoltine
Long,Swamp,W11,531W11E2,5/31/2023,Alluaudomyia,0.7422617853,1,2.5,PR,Low,Weak,Univoltine
Long,Swamp,W11,719W11E2,7/19/2023,Alluaudomyia,0.25,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Marsh,W21,405W21E3,4/5/2023,Alluaudomyia,0.7422617853,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Marsh,W21,503W21E1,5/3/2023,Alluaudomyia,1.449227866,4,10,PR,Low,Weak,Univoltine
Short,Swamp,W32,531W32E2,5/31/2023,Alluaudomyia,0.7422617853,1,2.5,PR,Low,Weak,Univoltine
Short,Swamp,W32,622W32E3,6/22/2023,Alluaudomyia,0.4725016021,1,2.5,PR,Low,Weak,Univoltine
Short,Marsh,W37,503W37E1,5/3/2023,Alluaudomyia,0.4725016021,1,2.5,PR,Low,Weak,Univoltine
Short,Marsh,W37,615W37E2,6/14/2023,Alluaudomyia,0.4725016021,1,2.5,PR,Low,Weak,Univoltine
Short,Marsh,W37,705W37E2,7/5/2023,Alluaudomyia,0.4725016021,1,2.5,PR,Low,Weak,Univoltine
Short,Marsh,W37,719W37E1,7/19/2023,Alluaudomyia,0.25,1,2.5,PR,Low,Weak,Univoltine
Short,Marsh,W37,719W37E2,7/19/2023,Alluaudomyia,0.9922617853,2,5,PR,Low,Weak,Univoltine
Long,Marsh,W42,306W42E2,3/6/2023,Alluaudomyia,1.214763387,2,5,PR,Low,Weak,Univoltine
Long,Marsh,W46,503W46E1,5/3/2023,Alluaudomyia,0.4725016021,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Swamp,W52,503W52E3,5/3/2023,Alluaudomyia,0.4725016021,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Swamp,W52,801W52E3,8/1/2023,Alluaudomyia,0.7422617853,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Marsh,W53,420W53E2,4/20/2023,Alluaudomyia,0.4725016021,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Marsh,W53,503W53E1,5/3/2023,Alluaudomyia,0.7422617853,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Marsh,W53,503W53E2,5/3/2023,Alluaudomyia,0.4725016021,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Marsh,W53,503W53E3,5/3/2023,Alluaudomyia,0.9450032042,2,5,PR,Low,Weak,Univoltine
Intermediate,Marsh,W53,531W53E2,5/31/2023,Alluaudomyia,0.4725016021,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Marsh,W53,615W53E2,6/15/2023,Alluaudomyia,0.9450032042,2,5,PR,Low,Weak,Univoltine
Long,Swamp,W58,405W58E2,4/5/2023,Alluaudomyia,0.4725016021,1,2.5,PR,Low,Weak,Univoltine
Long,Swamp,W58,405W58E3,4/5/2023,Alluaudomyia,0.4725016021,1,2.5,PR,Low,Weak,Univoltine
Long,Swamp,W58,531W58E2,5/31/2023,Alluaudomyia,0.7422617853,1,2.5,PR,Low,Weak,Univoltine
Long,Swamp,W58,622W58E2,6/22/2023,Alluaudomyia,0.25,1,2.5,PR,Low,Weak,Univoltine
Long,Swamp,W58,719W58E3,7/19/2023,Alluaudomyia,0.4725016021,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Swamp,W68,306W68E3,3/6/2023,Alluaudomyia,0.4725016021,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Swamp,W68,405W68E3,4/5/2023,Alluaudomyia,0.4725016021,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Swamp,W68,622W68E1,6/22/2023,Alluaudomyia,0.4725016021,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Swamp,W68,622W68E3,6/22/2023,Alluaudomyia,0.4725016021,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Swamp,W68,705W68E2,7/5/2023,Alluaudomyia,0.4725016021,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Swamp,W68,719W68E1,7/19/2023,Alluaudomyia,0.4725016021,1,2.5,PR,Low,Weak,Univoltine
Long,Swamp,W11,531W11E2,5/31/2023,Atrichopogon,9,36,90,PR,Low,Weak,Bi_multivoltine
Long,Swamp,W11,531W11E3,5/31/2023,Atrichopogon,0.75,3,7.5,PR,Low,Weak,Bi_multivoltine
Short,Swamp,W32,531W32E3,5/31/2023,Atrichopogon,0.25,1,2.5,PR,Low,Weak,Bi_multivoltine
Long,Swamp,W58,719W58E2,7/19/2023,Atrichopogon,0.7422617853,1,2.5,PR,Low,Weak,Bi_multivoltine
Long,Swamp,W58,719W58E3,7/19/2023,Atrichopogon,2.36250801,5,12.5,PR,Low,Weak,Bi_multivoltine
Intermediate,Swamp,W68,622W68E3,6/22/2023,Atrichopogon,1.214763387,2,5,PR,Low,Weak,Bi_multivoltine
Long,Swamp,W11,405W11E3,4/5/2023,Bezzia,0.7422617853,1,2.5,PR,Low,Weak,Bi_multivoltine
Long,Swamp,W11,420W11E1,4/20/2023,Bezzia,3.18726499,9,22.5,PR,Low,Weak,Bi_multivoltine
Long,Swamp,W11,420W11E3,4/20/2023,Bezzia,0.25,1,2.5,PR,Low,Weak,Bi_multivoltine
Long,Swamp,W11,801W11E1,8/1/2023,Bezzia,22.81343847,19,47.5,PR,Low,Weak,Bi_multivoltine
Short,Marsh,W15,321W15E2,3/21/2023,Bezzia,0.4725016021,1,2.5,PR,Low,Weak,Bi_multivoltine
Short,Marsh,W15,405W15E2,4/5/2023,Bezzia,0.4725016021,1,2.5,PR,Low,Weak,Bi_multivoltine
Short,Marsh,W15,801W15E1,8/1/2023,Bezzia,1.053672929,1,2.5,PR,Low,Weak,Bi_multivoltine
Intermediate,Marsh,W21,503W21E3,5/3/2023,Bezzia,10.5624185,8,20,PR,Low,Weak,Bi_multivoltine
Short,Swamp,W32,321W32E2,3/21/2023,Bezzia,0.4725016021,1,2.5,PR,Low,Weak,Bi_multivoltine
Short,Swamp,W32,405W32E3,4/5/2023,Bezzia,0.7422617853,1,2.5,PR,Low,Weak,Bi_multivoltine
Short,Swamp,W32,531W32E1,5/31/2023,Bezzia,1.402879531,1,2.5,PR,Low,Weak,Bi_multivoltine
Short,Swamp,W32,705W32E3,7/5/2023,Bezzia,0.5,2,5,PR,Low,Weak,Bi_multivoltine
Long,Marsh,W42,615W42E3,6/15/2023,Bezzia,0.7422617853,1,2.5,PR,Low,Weak,Bi_multivoltine
Long,Marsh,W42,705W42E1,7/5/2023,Bezzia,1.526174531,2,5,PR,Low,Weak,Bi_multivoltine
Long,Marsh,W42,705W42E2,7/5/2023,Bezzia,4.109904704,7,17.5,PR,Low,Weak,Bi_multivoltine
Long,Marsh,W42,705W42E3,7/5/2023,Bezzia,0.7422617853,1,2.5,PR,Low,Weak,Bi_multivoltine
Long,Marsh,W46,622W46E1,6/22/2023,Bezzia,3.018436316,6,15,PR,Low,Weak,Bi_multivoltine
Long,Marsh,W46,622W46E3,6/22/2023,Bezzia,10.2132119,8,20,PR,Low,Weak,Bi_multivoltine
Long,Marsh,W46,705W46E1,7/5/2023,Bezzia,0.7422617853,1,2.5,PR,Low,Weak,Bi_multivoltine
Intermediate,Marsh,W53,531W53E2,5/31/2023,Bezzia,0.7422617853,1,2.5,PR,Low,Weak,Bi_multivoltine
Long,Swamp,W58,321W58E2,3/21/2023,Bezzia,0.7422617853,1,2.5,PR,Low,Weak,Bi_multivoltine
Long,Swamp,W58,405W58E2,4/5/2023,Bezzia,0.7422617853,1,2.5,PR,Low,Weak,Bi_multivoltine
Long,Swamp,W58,719W58E3,7/19/2023,Bezzia,1.998676133,3,7.5,PR,Low,Weak,Bi_multivoltine
Intermediate,Swamp,W68,719W68E2,7/19/2023,Bezzia,1.417504806,3,7.5,PR,Low,Weak,Bi_multivoltine
Short,Marsh,W37,517W37E2,5/17/2023,Celina,14.8731801,3,7.5,PR,,,
Long,Marsh,W42,615W42E3,6/15/2023,Celina,9.915453398,2,5,PR,,,
Long,Marsh,W42,705W42E1,7/5/2023,Celina,4.957726699,1,2.5,PR,,,
Long,Marsh,W42,705W42E2,7/5/2023,Celina,4.957726699,1,2.5,PR,,,
Long,Marsh,W46,622W46E2,6/22/2023,Celina,13.67297162,1,2.5,PR,,,
Intermediate,Marsh,W53,517W53E2,5/17/2023,Celina,4.957726699,1,2.5,PR,,,
Long,Swamp,W11,517W11E2,5/17/2023,Ceratopogonidae,0.9450032042,2,5,PR,,,
Long,Swamp,W11,705W11E1,7/5/2023,Ceratopogonidae,0.5,2,5,PR,,,
Long,Swamp,W11,705W11E3,7/5/2023,Ceratopogonidae,2.25,9,22.5,PR,,,
Short,Marsh,W15,221W15E1,2/21/2023,Ceratopogonidae,0.4725016021,1,2.5,PR,,,
Short,Marsh,W15,321W15E1,3/21/2023,Ceratopogonidae,0.4725016021,1,2.5,PR,,,
Short,Marsh,W15,321W15E2,3/21/2023,Ceratopogonidae,0.4725016021,1,2.5,PR,,,
Short,Marsh,W15,405W15E2,4/5/2023,Ceratopogonidae,0.4725016021,1,2.5,PR,,,
Short,Marsh,W15,705W15E3,7/5/2023,Ceratopogonidae,0.08420209855,1,2.5,PR,,,
Short,Marsh,W15,719W15E2,7/19/2023,Ceratopogonidae,0.4725016021,1,2.5,PR,,,
Intermediate,Marsh,W21,221W21E3,2/21/2023,Ceratopogonidae,1.053672929,1,2.5,PR,,,
Short,Marsh,W37,221W37E1,2/21/2023,Ceratopogonidae,0.25,1,2.5,PR,,,
Short,Marsh,W37,801W37E3,8/1/2023,Ceratopogonidae,0.25,1,2.5,PR,,,
Long,Marsh,W42,503W42E2,5/3/2023,Ceratopogonidae,1.402879531,1,2.5,PR,,,
Long,Marsh,W42,801W42E1,8/1/2023,Ceratopogonidae,1.402879531,1,2.5,PR,,,
Long,Marsh,W46,420W46E1,4/20/2023,Ceratopogonidae,0.7225016021,2,5,PR,,,
Long,Marsh,W46,503W46E1,5/3/2023,Ceratopogonidae,1.402879531,1,2.5,PR,,,
Long,Marsh,W46,517W46E2,5/17/2023,Ceratopogonidae,1.402879531,1,2.5,PR,,,
Long,Marsh,W46,517W46E3,5/17/2023,Ceratopogonidae,0.25,1,2.5,PR,,,
Long,Marsh,W46,531W46E1,5/31/2023,Ceratopogonidae,3.152028377,6,15,PR,,,
Long,Marsh,W46,705W46E2,7/5/2023,Ceratopogonidae,1.402879531,1,2.5,PR,,,
Long,Marsh,W46,719W46E2,7/19/2023,Ceratopogonidae,1.402879531,1,2.5,PR,,,
Intermediate,Swamp,W52,405W52E3,4/5/2023,Ceratopogonidae,1.402879531,1,2.5,PR,,,
Intermediate,Swamp,W52,517W52E2,5/17/2023,Ceratopogonidae,0.25,1,2.5,PR,,,
Intermediate,Marsh,W53,503W53E1,5/3/2023,Ceratopogonidae,1.402879531,1,2.5,PR,,,
Long,Swamp,W58,221W58E1,2/21/2023,Ceratopogonidae,0.25,1,2.5,PR,,,
Long,Swamp,W58,221W58E2,2/21/2023,Ceratopogonidae,0.25,1,2.5,PR,,,
Long,Swamp,W58,221W58E3,2/21/2023,Ceratopogonidae,0.25,1,2.5,PR,,,
Long,Swamp,W58,321W58E3,3/21/2023,Ceratopogonidae,2.464763387,7,17.5,PR,,,
Long,Swamp,W58,801W58E2,8/1/2023,Ceratopogonidae,52.44767783,111,277.5,PR,,,
Intermediate,Swamp,W68,221W68E1,2/21/2023,Ceratopogonidae,0.4725016021,1,2.5,PR,,,
Intermediate,Swamp,W68,221W68E2,2/21/2023,Ceratopogonidae,2.107345858,2,5,PR,,,
Intermediate,Swamp,W68,306W68E2,3/6/2023,Ceratopogonidae,1.875381133,2,5,PR,,,
Intermediate,Swamp,W68,517W68E1,5/17/2023,Ceratopogonidae,0.7422617853,1,2.5,PR,,,
Intermediate,Swamp,W68,705W68E2,7/5/2023,Ceratopogonidae,2.268436316,3,7.5,PR,,,
Short,Marsh,W15,221W15E1,2/21/2023,Ceratopogonoidae,0.25,1,2.5,PR,,,
Long,Swamp,W11,405W11E1,4/5/2023,Chaoborus,15.19571379,6,15,PR,Low,Weak,Univoltine
Long,Swamp,W11,405W11E2,4/5/2023,Chaoborus,60.28820049,24,60,PR,Low,Weak,Univoltine
Long,Swamp,W11,405W11E3,4/5/2023,Chaoborus,68.03957691,25,62.5,PR,Low,Weak,Univoltine
Long,Swamp,W11,420W11E1,4/20/2023,Chaoborus,23.98567368,12,30,PR,Low,Weak,Univoltine
Long,Swamp,W11,420W11E2,4/20/2023,Chaoborus,134.7943213,67,167.5,PR,Low,Weak,Univoltine
Long,Swamp,W11,420W11E3,4/20/2023,Chaoborus,39.3470034,19,47.5,PR,Low,Weak,Univoltine
Long,Swamp,W11,503W11E1,5/3/2023,Chaoborus,140.9459537,80,200,PR,Low,Weak,Univoltine
Long,Swamp,W11,503W11E2,5/3/2023,Chaoborus,16.43158741,10,25,PR,Low,Weak,Univoltine
Long,Swamp,W11,503W11E3,5/3/2023,Chaoborus,159.9775906,93,232.5,PR,Low,Weak,Univoltine
Long,Swamp,W11,517W11E1,5/17/2023,Chaoborus,51.49471381,31,77.5,PR,Low,Weak,Univoltine
Long,Swamp,W11,517W11E2,5/17/2023,Chaoborus,125.9007013,70,175,PR,Low,Weak,Univoltine
Long,Swamp,W11,517W11E3,5/17/2023,Chaoborus,62.7423346,35,87.5,PR,Low,Weak,Univoltine
Long,Swamp,W11,531W11E1,5/31/2023,Chaoborus,40.57199047,23,57.5,PR,Low,Weak,Univoltine
Long,Swamp,W11,531W11E2,5/31/2023,Chaoborus,18.98685657,11,27.5,PR,Low,Weak,Univoltine
Long,Swamp,W11,623W11E1,6/23/2023,Chaoborus,80.78015477,55,137.5,PR,Low,Weak,Univoltine
Long,Swamp,W11,623W11E2,6/23/2023,Chaoborus,1.402879531,1,2.5,PR,Low,Weak,Univoltine
Long,Swamp,W11,623W11E3,6/23/2023,Chaoborus,101.7087232,60,150,PR,Low,Weak,Univoltine
Long,Swamp,W11,705W11E1,7/5/2023,Chaoborus,4.91310492,4,10,PR,Low,Weak,Univoltine
Long,Swamp,W11,705W11E3,7/5/2023,Chaoborus,2.203810232,1,2.5,PR,Low,Weak,Univoltine
Short,Swamp,W32,321W32E1,3/21/2023,Chaoborus,12.86823989,5,12.5,PR,Low,Weak,Univoltine
Short,Swamp,W32,321W32E2,3/21/2023,Chaoborus,3.128404598,1,2.5,PR,Low,Weak,Univoltine
Short,Swamp,W32,405W32E1,4/5/2023,Chaoborus,48.1292036,21,52.5,PR,Low,Weak,Univoltine
Short,Swamp,W32,405W32E2,4/5/2023,Chaoborus,33.39616851,13,32.5,PR,Low,Weak,Univoltine
Short,Swamp,W32,405W32E3,4/5/2023,Chaoborus,53.50976389,24,60,PR,Low,Weak,Univoltine
Short,Swamp,W32,420W32E1,4/20/2023,Chaoborus,131.1137601,60,150,PR,Low,Weak,Univoltine
Short,Swamp,W32,420W32E2,4/20/2023,Chaoborus,76.03686941,42,105,PR,Low,Weak,Univoltine
Short,Swamp,W32,420W32E3,4/20/2023,Chaoborus,61.75797926,27,67.5,PR,Low,Weak,Univoltine
Short,Swamp,W32,503W32E1,5/3/2023,Chaoborus,1.053672929,1,2.5,PR,Low,Weak,Univoltine
Short,Swamp,W32,503W32E2,5/3/2023,Chaoborus,4.660362692,3,7.5,PR,Low,Weak,Univoltine
Short,Swamp,W32,503W32E3,5/3/2023,Chaoborus,3.606689763,2,5,PR,Low,Weak,Univoltine
Short,Swamp,W32,517W32E1,5/17/2023,Chaoborus,1.402879531,1,2.5,PR,Low,Weak,Univoltine
Short,Swamp,W32,517W32E3,5/17/2023,Chaoborus,1.402879531,1,2.5,PR,Low,Weak,Univoltine
Short,Swamp,W32,705W32E2,7/5/2023,Chaoborus,1.402879531,1,2.5,PR,Low,Weak,Univoltine
Short,Marsh,W37,801W37E2,8/1/2023,Chaoborus,1.402879531,1,2.5,PR,Low,Weak,Univoltine
Long,Marsh,W46,517W46E2,5/17/2023,Chaoborus,1.787009405,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Swamp,W52,705W52E3,7/5/2023,Chaoborus,1.402879531,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Swamp,W52,801W52E2,8/1/2023,Chaoborus,2.203810232,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Marsh,W53,503W53E3,5/3/2023,Chaoborus,8.827619885,7,17.5,PR,Low,Weak,Univoltine
Long,Swamp,W58,405W58E1,4/5/2023,Chaoborus,3.128404598,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Swamp,W68,405W68E1,4/5/2023,Chaoborus,8.460619427,3,7.5,PR,Low,Weak,Univoltine
Intermediate,Swamp,W68,405W68E3,4/5/2023,Chaoborus,11.58902403,4,10,PR,Low,Weak,Univoltine
Intermediate,Swamp,W68,420W68E1,4/20/2023,Chaoborus,9.739835293,4,10,PR,Low,Weak,Univoltine
Intermediate,Swamp,W68,420W68E2,4/20/2023,Chaoborus,26.66107415,10,25,PR,Low,Weak,Univoltine
Intermediate,Swamp,W68,512W68E3,5/12/2023,Chaoborus,4.407620464,2,5,PR,Low,Weak,Univoltine
Intermediate,Swamp,W68,531W68E1,5/31/2023,Chaoborus,1.402879531,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Swamp,W68,622W68E3,6/22/2023,Chaoborus,12.19027787,7,17.5,PR,Low,Weak,Univoltine
Intermediate,Swamp,W68,705W68E2,7/5/2023,Chaoborus,2.203810232,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Swamp,W68,705W68E3,7/5/2023,Chaoborus,2.805759062,2,5,PR,Low,Weak,Univoltine
Intermediate,Swamp,W68,719W68E1,7/19/2023,Chaoborus,2.203810232,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Swamp,W68,801W68E2,8/1/2023,Chaoborus,1.402879531,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Swamp,W68,801W68E3,8/1/2023,Chaoborus,5.009569294,3,7.5,PR,Low,Weak,Univoltine
Long,Swamp,W58,622W58E1,6/22/2023,Climacia,0.2051626954,1,2.5,PR,Low,Weak,Bi_multivoltine
Long,Swamp,W11,719W11E2,7/19/2023,Copelatus,8.664658182,1,2.5,PR,,,Univoltine
Short,Marsh,W15,306W15E2,3/6/2023,Copelatus,41.01891485,3,7.5,PR,,,Univoltine
Intermediate,Marsh,W21,420W21E2,4/20/2023,Copelatus,8.664658182,1,2.5,PR,,,Univoltine
Intermediate,Marsh,W21,614W21E2,6/14/2023,Copelatus,8.664658182,1,2.5,PR,,,Univoltine
Intermediate,Marsh,W21,719W21E1,7/19/2023,Copelatus,17.32931636,2,5,PR,,,Univoltine
Intermediate,Marsh,W21,719W21E3,7/19/2023,Copelatus,40.21552805,2,5,PR,,,Univoltine
Intermediate,Marsh,W21,801W21E3,8/1/2023,Copelatus,20.10776402,1,2.5,PR,,,Univoltine
Short,Swamp,W32,719W32E1,7/19/2023,Copelatus,13.67297162,1,2.5,PR,,,Univoltine
Short,Swamp,W32,801W32E2,8/1/2023,Copelatus,8.664658182,1,2.5,PR,,,Univoltine
Short,Swamp,W32,801W32E3,8/1/2023,Copelatus,8.664658182,1,2.5,PR,,,Univoltine
Long,Marsh,W42,719W42E2,7/19/2023,Copelatus,17.32931636,2,5,PR,,,Univoltine
Long,Marsh,W42,801W42E1,8/1/2023,Copelatus,13.67297162,1,2.5,PR,,,Univoltine
Intermediate,Marsh,W53,517W53E3,5/17/2023,Copelatus,4.957726699,1,2.5,PR,,,Univoltine
Intermediate,Marsh,W53,719W53E3,7/19/2023,Copelatus,8.664658182,1,2.5,PR,,,Univoltine
Long,Swamp,W58,503W58E2,5/3/2024,Copelatus,8.664658182,1,2.5,PR,,,Univoltine
Long,Swamp,W58,622W58E1,6/22/2023,Copelatus,8.664658182,1,2.5,PR,,,Univoltine
Long,Swamp,W58,622W58E3,6/22/2023,Copelatus,20.10776402,1,2.5,PR,,,Univoltine
Long,Swamp,W58,719W58E2,7/19/2023,Copelatus,17.32931636,2,5,PR,,,Univoltine
Long,Swamp,W58,801W58E1,8/1/2023,Copelatus,4.957726699,1,2.5,PR,,,Univoltine
Intermediate,Swamp,W68,622W68E3,6/22/2023,Copelatus,8.664658182,1,2.5,PR,,,Univoltine
Intermediate,Marsh,W21,420W21E2,4/20/2023,Copototomus,49.08270439,1,2.5,PR,,,Univoltine
Long,Swamp,W11,517W11E2,5/17/2023,Culicoides,0.4725016021,1,2.5,PR,Low,Weak,Univoltine
Long,Swamp,W11,623W11E3,6/23/2023,Culicoides,1.25,5,12.5,PR,Low,Weak,Univoltine
Long,Swamp,W11,719W11E1,7/19/2023,Culicoides,0.25,1,2.5,PR,Low,Weak,Univoltine
Long,Swamp,W11,719W11E2,7/19/2023,Culicoides,0.25,1,2.5,PR,Low,Weak,Univoltine
Long,Swamp,W11,801W11E1,8/1/2023,Culicoides,2.835009613,6,15,PR,Low,Weak,Univoltine
Long,Swamp,W11,801W11E3,8/1/2023,Culicoides,0.25,1,2.5,PR,Low,Weak,Univoltine
Short,Marsh,W15,801W15E3,8/1/2023,Culicoides,0.7422617853,1,2.5,PR,Low,Weak,Univoltine
Short,Swamp,W32,531W32E2,5/31/2023,Culicoides,0.7225016021,2,5,PR,Low,Weak,Univoltine
Long,Marsh,W42,503W42E1,5/3/2023,Culicoides,0.4725016021,1,2.5,PR,Low,Weak,Univoltine
Long,Marsh,W42,615W42E2,6/15/2023,Culicoides,0.9450032042,2,5,PR,Low,Weak,Univoltine
Intermediate,Marsh,W53,531W53E2,5/31/2023,Culicoides,0.25,1,2.5,PR,Low,Weak,Univoltine
Intermediate,Marsh,W53,615W53E2,6/15/2023,Culicoides,0.75,3,7.5,PR,Low,Weak,Univoltine
Long,Swamp,W58,719W58E3,7/19/2023,Culicoides,1.5,6,15,PR,Low,Weak,Univoltine
Long,Swamp,W58,801W58E2,8/1/2023,Culicoides,1.75,7,17.5,PR,Low,Weak,Univoltine
Short,Marsh,W15,306W15E1,3/6/2023,Desmopachria,0.4260973311,1,2.5,PR,,,Bi_multivoltine
Short,Marsh,W15,306W15E2,3/6/2023,Desmopachria,0.4260973311,1,2.5,PR,,,Bi_multivoltine
Short,Marsh,W37,306W37E1,3/6/2023,Desmopachria,0.4260973311,1,2.5,PR,,,Bi_multivoltine
Long,Swamp,W58,719W58E2,7/19/2023,Desmopachria,3.279980552,3,7.5,PR,,,Bi_multivoltine
Long,Swamp,W58,801W58E1,8/1/2023,Desmopachria,0.8751964208,1,2.5,PR,,,Bi_multivoltine
Intermediate,Marsh,W21,405W21E1,4/5/2023,Hydraena,0.136680628,1,2.5,PR,Low,Weak,Bi_multivoltine
Intermediate,Marsh,W21,405W21E3,4/5/2023,Hydraena,0.136680628,1,2.5,PR,Low,Weak,Bi_multivoltine
Intermediate,Marsh,W21,420W21E3,4/20/2023,Hydraena,0.5467225118,4,10,PR,Low,Weak,Bi_multivoltine
Long,Marsh,W42,801W42E2,8/1/2023,Hydraena,0.2830101223,1,2.5,PR,Low,Weak,Bi_multivoltine
Long,Swamp,W58,321W58E3,3/21/2023,Hydraena,0.136680628,1,2.5,PR,Low,Weak,Bi_multivoltine
Long,Swamp,W58,503W58E3,5/3/2023,Hydraena,0.136680628,1,2.5,PR,Low,Weak,Bi_multivoltine
Long,Swamp,W58,622W58E3,6/22/2023,Hydraena,0.2733612559,2,5,PR,Low,Weak,Bi_multivoltine
Intermediate,Swamp,W68,405W68E2,4/5/2023,Hydraena,0.136680628,1,2.5,PR,Low,Weak,Bi_multivoltine
Long,Swamp,W11,517W11E2,5/17/2023,Hydrobiomorpha,113.9044861,1,2.5,PR,,,
Intermediate,Marsh,W21,705W21E2,7/5/2023,Hydrochara,113.9044861,1,2.5,PR,,,Univoltine
Short,Marsh,W37,719W37E3,7/19/2023,Hydrometra,18.94465402,1,2.5,PR,,,Bi_multivoltine
Long,Marsh,W42,517W42E1,5/17/2023,Hydrometra,11.2523912,1,2.5,PR,,,Bi_multivoltine
Long,Marsh,W46,306W46E1,3/6/2023,Hydrometra,8.288059762,1,2.5,PR,,,Bi_multivoltine
Short,Marsh,W15,306W15E2,3/6/2023,Hydroporus,4.375982104,5,12.5,PR,High,Strong,Semivoltine
Long,Marsh,W42,719W42E2,7/19/2023,Hydroporus,0.8751964208,1,2.5,PR,High,Strong,Semivoltine
Intermediate,Marsh,W53,615W53E2,6/15/2023,Hydroporus,0.8751964208,1,2.5,PR,High,Strong,Semivoltine
Short,Marsh,W15,306W15E2,3/6/2023,Hydrovatus,1.52958771,1,2.5,PR,,,
Short,Marsh,W15,306W15E3,3/6/2023,Hydrovatus,0.8751964208,1,2.5,PR,,,
Long,Marsh,W42,306W42E2,3/5/2023,Hydrovatus,1.52958771,1,2.5,PR,,,
Long,Swamp,W11,623W11E2,6/23/2023,Hygrotus,2.413714298,1,2.5,PR,,,Bi_multivoltine
Long,Swamp,W11,623W11E3,6/23/2023,Hygrotus,13.62238488,2,5,PR,,,Bi_multivoltine
Short,Marsh,W15,306W15E1,3/6/2023,Hygrotus,26.17137442,32,80,PR,,,Bi_multivoltine
Short,Marsh,W15,306W15E2,3/6/2023,Hygrotus,21.0047141,24,60,PR,,,Bi_multivoltine
Short,Marsh,W15,306W15E3,3/6/2023,Hygrotus,10.50235705,12,30,PR,,,Bi_multivoltine
Short,Marsh,W15,321W15E1,3/21/2023,Hygrotus,1.750392842,2,5,PR,,,Bi_multivoltine
Short,Marsh,W15,321W15E3,3/21/2023,Hygrotus,2.625589262,3,7.5,PR,,,Bi_multivoltine
Short,Marsh,W15,405W15E2,4/5/2023,Hygrotus,1.750392842,2,5,PR,,,Bi_multivoltine
Short,Marsh,W15,420W15E1,4/20/2023,Hygrotus,6.978569608,9,22.5,PR,,,Bi_multivoltine
Short,Marsh,W15,503W15E1,5/3/2023,Hygrotus,9.539854603,2,5,PR,,,Bi_multivoltine
Short,Marsh,W15,719W15E1,7/19/2023,Hygrotus,0.8751964208,1,2.5,PR,,,Bi_multivoltine
Intermediate,Marsh,W21,306W21E3,3/6/2023,Hygrotus,0.8751964208,1,2.5,PR,,,Bi_multivoltine
Intermediate,Marsh,W21,405W21E1,4/5/2023,Hygrotus,3.279980552,3,7.5,PR,,,Bi_multivoltine
Intermediate,Marsh,W21,405W21E2,4/5/2023,Hygrotus,1.52958771,1,2.5,PR,,,Bi_multivoltine
Intermediate,Marsh,W21,420W21E1,4/20/2023,Hygrotus,4.957726699,1,2.5,PR,,,Bi_multivoltine
Intermediate,Marsh,W21,420W21E2,4/20/2023,Hygrotus,18.56141527,22,55,PR,,,Bi_multivoltine
Intermediate,Marsh,W21,503W21E1,5/3/2023,Hygrotus,0.8751964208,1,2.5,PR,,,Bi_multivoltine
