Wetland,Vegetation,Collection Date,Depth (m),Percent FullBy DepthReading,2d Area(Surface Area m2),Percentof Total2d Area,3d Area(Basin Surface Area m2),Percentof Total3d Area,Volume (m3),Percentof TotalVolume
W53,Marsh,2/27/07,0.59,62.1053,30529.6033,64.3223,30530.8864,64.3147,4102.979,22.519
W53,Marsh,3/12/07,0.65,68.4211,34114.5961,71.8755,34116.3207,71.8676,6042.9806,33.1666
W53,Marsh,4/2/07,0.53,55.7895,26052.3276,54.8892,26053.1885,54.8822,2388.7889,13.1108
W53,Marsh,4/9/07,0.48,50.5263,17445.6931,36.756,17446.2433,36.7513,1297.5965,7.1218
W53,Marsh,4/25/07,0.45,47.3684,11294.375,23.7959,11294.7691,23.7929,831.2825,4.5625
W53,Marsh,5/9/07,0.2,21.0526,1009.6953,2.1273,1009.7667,2.1271,62.3481,0.3422
W53,Marsh,5/23/07,0,0,0,0,0,0,0,0
W53,Marsh,6/6/07,0,0,0,0,0,0,0,0
W53,Marsh,6/21/07,0,0,0,0,0,0,0,0
W53,Marsh,7/4/07,0,0,0,0,0,0,0,0
W53,Marsh,7/16/07,0,0,0,0,0,0,0,0
W53,Marsh,8/3/07,0,0,0,0,0,0,0,0
W53,Marsh,8/14/07,0,0,0,0,0,0,0,0
W53,Marsh,8/26/07,0.22,23.1579,1311.051,2.7622,1311.1406,2.762,86.5561,0.4751
W53,Marsh,9/13/07,0,0,0,0,0,0,0,0
W53,Marsh,9/26/07,0,0,0,0,0,0,0,0
W53,Marsh,10/10/07,0,0,0,0,0,0,0,0
W53,Marsh,10/24/07,0,0,0,0,0,0,0,0
W53,Marsh,11/9/07,0,0,0,0,0,0,0,0
W53,Marsh,11/19/07,0,0,0,0,0,0,0,0
W53,Marsh,12/5/07,0,0,0,0,0,0,0,0
W53,Marsh,12/17/07,0,0,0,0,0,0,0,0
W53,Marsh,1/2/08,0.4,42.1053,4056.6354,8.5469,4056.9516,8.5462,535.9724,2.9417
W53,Marsh,1/18/08,0.4,42.1053,4056.6354,8.5469,4056.9516,8.5462,535.9724,2.9417
W53,Marsh,1/27/08,0.45,47.3684,11294.375,23.7959,11294.7691,23.7929,831.2825,4.5625
W53,Marsh,2/12/08,0.46,48.4211,14919.1689,31.433,14919.6116,31.4288,973.7581,5.3444
W53,Marsh,2/28/08,0.66,69.4737,34698.8369,73.1064,34700.6365,73.0985,6387.0505,35.055
W53,Marsh,3/12/08,0.74,77.8947,38558.5483,81.2384,38561.1693,81.2309,9337.3414,51.2476
W53,Marsh,3/25/08,0.69,72.6316,36432.757,76.7596,36434.7844,76.7515,7454.0945,40.9115
W53,Marsh,4/9/08,0.78,82.1053,39741.8626,83.7315,39745.0106,83.7247,10903.4409,59.843
W53,Marsh,4/23/08,0.6,63.1579,31136.4435,65.6009,31137.7993,65.5932,4411.3123,24.2113
W53,Marsh,5/8/08,0.47,49.4737,16208.1088,34.1486,16208.6032,34.1442,1129.5273,6.1994
W53,Marsh,5/20/08,0.32,33.6842,2564.0836,5.4022,2564.2863,5.4018,276.4578,1.5173
W53,Marsh,6/4/08,0,0,0,0,0,0,0,0
W53,Marsh,6/16/08,0,0,0,0,0,0,0,0
W53,Marsh,7/2/08,0,0,0,0,0,0,0,0
W53,Marsh,7/17/08,0,0,0,0,0,0,0,0
W53,Marsh,7/30/08,0,0,0,0,0,0,0,0
W53,Marsh,8/12/08,0,0,0,0,0,0,0,0
W53,Marsh,8/29/08,0.74,77.8947,38558.5483,81.2384,38561.1693,81.2309,9337.3414,51.2476
W53,Marsh,9/10/08,0.65,68.4211,34114.5961,71.8755,34116.3207,71.8676,6042.9806,33.1666
W53,Marsh,9/25/08,0.54,56.8421,27143.6319,57.1885,27144.5596,57.1813,2654.9298,14.5715
W53,Marsh,10/8/08,0.42,44.2105,4724.858,9.9547,4725.2034,9.9539,623.4548,3.4218
W53,Marsh,10/21/08,0.31,32.6316,2415.6935,5.0896,2415.8834,5.0892,251.5642,1.3807
W53,Marsh,11/4/08,0.42,44.2105,4724.858,9.9547,4725.2034,9.9539,623.4548,3.4218
W53,Marsh,11/18/08,0.37,38.9474,3400.9188,7.1653,3401.1906,7.1648,424.924,2.3322
W53,Marsh,12/1/08,0.45,47.3684,11294.375,23.7959,11294.7691,23.7929,831.2825,4.5625
W53,Marsh,12/15/08,0.7,73.6842,37004.1875,77.9635,37006.2918,77.9555,7821.2827,42.9268
W53,Marsh,12/30/08,0.69,72.6316,36432.757,76.7596,36434.7844,76.7515,7454.0945,40.9115
W53,Marsh,1/14/09,0.69,72.6316,36432.757,76.7596,36434.7844,76.7515,7454.0945,40.9115
W53,Marsh,1/27/09,0.66,69.4737,34698.8369,73.1064,34700.6365,73.0985,6387.0505,35.055
W53,Marsh,2/12/09,0.58,61.0526,29919.0421,63.0359,29920.2531,63.0284,3800.7327,20.8601
W53,Marsh,2/26/09,0.62,65.2632,32338.9611,68.1344,32340.4632,68.1267,5046.0912,27.6952
W53,Marsh,3/11/09,0.66,69.4737,34698.8369,73.1064,34700.6365,73.0985,6387.0505,35.055
W53,Marsh,3/24/09,0.63,66.3158,32934.6357,69.3895,32936.2115,69.3816,5372.4623,29.4865
W53,Marsh,4/7/09,1.07,112.628201,54298.22,114.4579,54332.46,114.4579,26644.7747,146.235422
W53,Marsh,4/23/09,0.83,87.3684,41319.5055,87.0554,41323.4081,87.0497,12928.3679,70.9568
W53,Marsh,5/5/09,0.88,92.6316,43450.7257,91.5456,43455.8338,91.5417,15045.0743,82.5742
W53,Marsh,5/19/09,0.79,83.1579,40035.8723,84.3509,40039.1531,84.3443,11302.3294,62.0323
W53,Marsh,6/1/09,0.78,82.1053,39741.8626,83.7315,39745.0106,83.7247,10903.4409,59.843
W53,Marsh,6/17/09,0.68,71.5789,35857.8974,75.5484,35859.8484,75.5404,7092.6386,38.9276
W53,Marsh,7/1/09,0.5,52.6316,20614.7498,43.4329,20615.4199,43.4273,1676.7808,9.2029
W53,Marsh,7/15/09,0.44,46.3158,7745.3345,16.3185,7745.7107,16.3167,737.6142,4.0484
W53,Marsh,7/28/09,0.34,35.7895,2879.8406,6.0675,2880.0701,6.067,330.8549,1.8159
W53,Marsh,8/10/09,0.28,29.4737,2007.1865,4.2289,2007.3396,4.2286,185.3487,1.0173
W53,Marsh,8/24/09,0.27,28.4211,1880.6848,3.9624,1880.8264,3.962,165.9128,0.9106
W53,Marsh,9/10/09,0,0,0,0,0,0,0,0
W53,Marsh,9/24/09,0.26,27.3684,1758.3747,3.7047,1758.5052,3.7044,147.721,0.8108
W53,Marsh,10/6/09,0.14,14.7368,454.2849,0.9571,454.3242,0.9571,19.57,0.1074
W53,Marsh,10/19/09,0.15,15.7895,531.0026,1.1188,531.0467,1.1187,24.4911,0.1344
W53,Marsh,11/3/09,0,0,0,0,0,0,0,0
W53,Marsh,11/19/09,0,0,0,0,0,0,0,0
W53,Marsh,12/3/09,0.39,41.0526,3797.3477,8.0006,3797.6491,7.9999,496.7441,2.7264
W53,Marsh,12/14/09,0.49,51.5789,18935.8407,39.8956,18936.45,39.8905,1479.3921,8.1196
W53,Marsh,12/30/09,0.58,61.0526,29919.0421,63.0359,29920.2531,63.0284,3800.7327,20.8601
W53,Marsh,1/13/10,0.56,58.9474,28687.0096,60.4402,28688.0774,60.4328,3214.649,17.6435
W53,Marsh,1/27/10,0.82,86.3158,40965.951,86.3105,40969.6712,86.3045,12516.9604,68.6988
W53,Marsh,2/10/10,0.94,98.9474,46816.6971,98.6373,46823.8964,98.6367,17748.686,97.4129
W53,Marsh,2/23/10,0.95,100,47463.4609,100,47471.0771,100,18220.0664,100
W53,Marsh,3/9/10,0.93,97.8947,46194.4386,97.3263,46201.2405,97.325,17283.6507,94.8605
W53,Marsh,3/22/10,0.93,97.8947,46194.4386,97.3263,46201.2405,97.325,17283.6507,94.8605
W53,Marsh,4/6/10,0.85,89.4737,42098.5616,88.6968,42102.8878,88.6917,13762.3863,75.5342
W53,Marsh,4/21/10,0.76,80,39153.8098,82.4925,39156.6931,82.4854,10114.4814,55.5129
W53,Marsh,5/6/10,0.87,91.5789,42975.499,90.5444,42980.3269,90.54,14612.9636,80.2026
W53,Marsh,5/18/10,0.79,83.1579,40035.8723,84.3509,40039.1531,84.3443,11302.3294,62.0323
W53,Marsh,6/11/10,0.66,69.4737,34698.8369,73.1064,34700.6365,73.0985,6387.0505,35.055
W53,Marsh,6/16/10,0.54,56.8421,27143.6319,57.1885,27144.5596,57.1813,2654.9298,14.5715
W53,Marsh,7/1/10,0.38,40,3587.3173,7.5581,3587.6039,7.5575,459.8596,2.5239
W53,Marsh,7/14/10,0,0,0,0,0,0,0,0
W53,Marsh,7/26/10,0,0,0,0,0,0,0,0
W53,Marsh,8/9/10,0,0,0,0,0,0,0,0
W53,Marsh,8/25/10,0,0,0,0,0,0,0,0
W53,Marsh,9/8/10,0,0,0,0,0,0,0,0
W53,Marsh,9/20/10,0,0,0,0,0,0,0,0
W53,Marsh,10/11/10,0,0,0,0,0,0,0,0
W53,Marsh,10/21/10,0,0,0,0,0,0,0,0
W53,Marsh,11/2/10,0,0,0,0,0,0,0,0
W53,Marsh,11/16/10,0,0,0,0,0,0,0,0
W53,Marsh,12/1/10,0,0,0,0,0,0,0,0
W53,Marsh,12/13/10,0,0,0,0,0,0,0,0
W53,Marsh,12/27/10,0,0,0,0,0,0,0,0
W53,Marsh,1/12/11,0,0,0,0,0,0,0,0
W53,Marsh,1/24/11,0.15,15.7895,531.0026,1.1188,531.0467,1.1187,24.4911,0.1344
W53,Marsh,2/7/11,0.43,45.2632,5357.7753,11.2882,5358.1353,11.2872,672.9764,3.6936
W53,Marsh,2/22/11,0.35,36.8421,3047.2077,6.4201,3047.4509,6.4196,360.4849,1.9785
W53,Marsh,3/9/11,0.53,55.7895,26052.3276,54.8892,26053.1885,54.8822,2388.7889,13.1108
W53,Marsh,3/22/11,0.53,55.7895,26052.3276,54.8892,26053.1885,54.8822,2388.7889,13.1108
W53,Marsh,4/6/11,0.37,38.9474,3400.9188,7.1653,3401.1906,7.1648,424.924,2.3322
W53,Marsh,4/20/11,0.19,20,901.2762,1.8989,901.3417,1.8987,52.7985,0.2898
W53,Marsh,5/3/11,0,0,0,0,0,0,0,0
W53,Marsh,5/16/11,0,0,0,0,0,0,0,0
W53,Marsh,5/31/11,0,0,0,0,0,0,0,0
W53,Marsh,6/17/11,0,0,0,0,0,0,0,0
W53,Marsh,6/28/11,0,0,0,0,0,0,0,0
W53,Marsh,7/11/11,0,0,0,0,0,0,0,0
W53,Marsh,7/21/11,0,0,0,0,0,0,0,0
W53,Marsh,8/9/11,0,0,0,0,0,0,0,0
W53,Marsh,8/25/11,0,0,0,0,0,0,0,0
W53,Marsh,9/5/11,0,0,0,0,0,0,0,0
W53,Marsh,9/21/11,0,0,0,0,0,0,0,0
W53,Marsh,10/6/11,0,0,0,0,0,0,0,0
W53,Marsh,10/19/11,0,0,0,0,0,0,0,0
W53,Marsh,11/2/11,0,0,0,0,0,0,0,0
W53,Marsh,11/16/11,0,0,0,0,0,0,0,0
W53,Marsh,11/30/11,0,0,0,0,0,0,0,0
W53,Marsh,12/14/11,0,0,0,0,0,0,0,0
W53,Marsh,12/28/11,0,0,0,0,0,0,0,0
W53,Marsh,1/10/12,0,0,0,0,0,0,0,0
W53,Marsh,1/25/12,0,0,0,0,0,0,0,0
W53,Marsh,2/7/12,0,0,0,0,0,0,0,0
W53,Marsh,2/21/12,0.24,25.2632,1526.3296,3.2158,1526.4388,3.2155,114.9019,0.6306
W53,Marsh,3/7/12,0.48,50.5263,17445.6931,36.756,17446.2433,36.7513,1297.5965,7.1218
W53,Marsh,3/19/12,0.37,38.9474,3400.9188,7.1653,3401.1906,7.1648,424.924,2.3322
W53,Marsh,4/2/12,0.36,37.8947,3220.9004,6.7861,3221.1577,6.7855,391.8201,2.1505
W53,Marsh,4/18/12,0.25,26.3158,1640.2563,3.4558,1640.376,3.4555,130.7314,0.7175
W53,Marsh,4/30/12,0.2,21.0526,1009.6953,2.1273,1009.7667,2.1271,62.3481,0.3422
W53,Marsh,5/14/12,0.12,12.6316,319.8704,0.6739,319.9007,0.6739,11.8707,0.0652
W53,Marsh,5/29/12,0,0,0,0,0,0,0,0
W53,Marsh,6/18/12,0,0,0,0,0,0,0,0
W53,Marsh,6/25/12,0,0,0,0,0,0,0,0
W53,Marsh,7/12/12,0,0,0,0,0,0,0,0
W53,Marsh,7/24/12,0,0,0,0,0,0,0,0
W53,Marsh,8/7/12,0,0,0,0,0,0,0,0
W53,Marsh,8/17/12,0.17,17.8947,703.4588,1.4821,703.5132,1.482,36.7935,0.2019
W53,Marsh,9/5/12,0.16,16.8421,614.0605,1.2938,614.1097,1.2937,30.2112,0.1658
W53,Marsh,9/18/12,0,0,0,0,0,0,0,0
W53,Marsh,10/4/12,0,0,0,0,0,0,0,0
W53,Marsh,10/22/12,0,0,0,0,0,0,0,0
W53,Marsh,10/30/12,0,0,0,0,0,0,0,0
W53,Marsh,11/16/12,0,0,0,0,0,0,0,0
W53,Marsh,11/26/12,0,0,0,0,0,0,0,0
W53,Marsh,12/12/12,0,0,0,0,0,0,0,0
W53,Marsh,12/27/12,0.21,22.1053,1209.6992,2.5487,1209.7795,2.5485,73.9558,0.4059
W53,Marsh,1/10/13,0.27,28.4211,1880.6848,3.9624,1880.8264,3.962,165.9128,0.9106
W53,Marsh,1/22/13,0.22,23.1579,1311.051,2.7622,1311.1406,2.762,86.5561,0.4751
W53,Marsh,2/6/13,0.22,23.1579,1311.051,2.7622,1311.1406,2.762,86.5561,0.4751
W53,Marsh,2/14/13,0.62,65.2632,32338.9611,68.1344,32340.4632,68.1267,5046.0912,27.6952
W53,Marsh,3/4/13,0.95,100,47463.4609,100,47471.0771,100,18220.0664,100
W53,Marsh,3/19/13,0.94,98.9474,46816.6971,98.6373,46823.8964,98.6367,17748.686,97.4129
W53,Marsh,4/2/13,0.92,96.8421,45596.6854,96.0669,45603.1095,96.065,16824.7155,92.3417
W53,Marsh,4/16/13,0.93,97.8947,46194.4386,97.3263,46201.2405,97.325,17283.6507,94.8605
W53,Marsh,4/30/13,0.86,90.5263,42524.7777,89.5948,42529.3449,89.59,14185.4826,77.8564
W53,Marsh,5/13/13,0.8,84.2105,40330.0283,84.9707,40333.4423,84.9642,11704.1588,64.2377
W53,Marsh,5/28/13,0.64,67.3684,33526.573,70.6366,33528.223,70.6287,5704.7714,31.3104
W53,Marsh,6/11/13,0.75,78.9474,38857.4109,81.8681,38860.1628,81.8607,9724.4232,53.3721
W53,Marsh,6/24/13,0.67,70.5263,35279.924,74.3307,35281.7991,74.3227,6736.9469,36.9754
W53,Marsh,7/8/13,0.91,95.7895,45023.4376,94.8592,45029.5033,94.8567,16371.6353,89.855
W53,Marsh,7/22/13,0.88,92.6316,43450.7257,91.5456,43455.8338,91.5417,15045.0743,82.5742
W53,Marsh,8/6/13,0.92,96.8421,45596.6854,96.0669,45603.1095,96.065,16824.7155,92.3417
W53,Marsh,8/20/13,0.99,104.207401,50238.54,105.9003,50270.22,105.9003,21303.2092,116.919072
W53,Marsh,9/2/13,0.98,103.154801,49731.08,104.8306,49762.44,104.8306,20685.0272,113.526276
W53,Marsh,9/16/13,0.92,96.8421,45596.6854,96.0669,45603.1095,96.065,16824.7155,92.3417
W53,Marsh,10/1/13,0.83,87.3684,41319.5055,87.0554,41323.4081,87.0497,12928.3679,70.9568
W53,Marsh,10/10/13,0.84,88.4211,41696.8508,87.8504,41700.9554,87.845,13343.4297,73.2348
W53,Marsh,10/29/13,0.71,74.7368,37557.7613,79.1298,37559.994,79.1218,8194.7989,44.9768
W53,Marsh,11/12/13,0.62,65.2632,32338.9611,68.1344,32340.4632,68.1267,5046.0912,27.6952
W53,Marsh,11/25/13,0.56,58.9474,28687.0096,60.4402,28688.0774,60.4328,3214.649,17.6435
W53,Marsh,12/11/13,0.62,65.2632,32338.9611,68.1344,32340.4632,68.1267,5046.0912,27.6952
W53,Marsh,12/26/13,0.63,66.3158,32934.6357,69.3895,32936.2115,69.3816,5372.4623,29.4865
W53,Marsh,1/9/14,0.69,72.6316,36432.757,76.7596,36434.7844,76.7515,7454.0945,40.9115
W53,Marsh,1/21/14,0.7,73.6842,37004.1875,77.9635,37006.2918,77.9555,7821.2827,42.9268
W53,Marsh,2/4/14,0.67,70.5263,35279.924,74.3307,35281.7991,74.3227,6736.9469,36.9754
W53,Marsh,2/18/14,0.75,78.9474,38857.4109,81.8681,38860.1628,81.8607,9724.4232,53.3721
W53,Marsh,3/7/14,0.87,91.5789,42975.499,90.5444,42980.3269,90.54,14612.9636,80.2026
W53,Marsh,3/18/14,0.95,100,47463.4609,100,47471.0771,100,18220.0664,100
W53,Marsh,4/1/14,0.96,101.049601,48716.16,102.6912,48746.88,102.6912,19480.8502,106.917339
W53,Marsh,4/15/14,0.99,104.207401,50238.54,105.9003,50270.22,105.9003,21303.2092,116.919072
W53,Marsh,5/1/14,1.04,109.470401,52775.84,111.2488,52809.12,111.2488,24558.0442,134.782727
W53,Marsh,5/14/14,0.97,102.102201,49223.62,103.7609,49254.66,103.7609,20077.5991,110.192502
W53,Marsh,5/27/14,0.88,92.6316,43450.7257,91.5456,43455.8338,91.5417,15045.0743,82.5742
W53,Marsh,6/9/14,0.88,92.6316,43450.7257,91.5456,43455.8338,91.5417,15045.0743,82.5742
W53,Marsh,6/23/14,0.83,87.3684,41319.5055,87.0554,41323.4081,87.0497,12928.3679,70.9568
W53,Marsh,7/7/14,0.68,71.5789,35857.8974,75.5484,35859.8484,75.5404,7092.6386,38.9276
W53,Marsh,7/24/14,0.56,58.9474,28687.0096,60.4402,28688.0774,60.4328,3214.649,17.6435
W53,Marsh,8/4/14,0.47,49.4737,16208.1088,34.1486,16208.6032,34.1442,1129.5273,6.1994
W53,Marsh,8/18/14,0.34,35.7895,2879.8406,6.0675,2880.0701,6.067,330.8549,1.8159
W53,Marsh,9/4/14,0.21,22.1053,1209.6992,2.5487,1209.7795,2.5485,73.9558,0.4059
W53,Marsh,9/16/14,0.38,40,3587.3173,7.5581,3587.6039,7.5575,459.8596,2.5239
W53,Marsh,10/1/14,0.22,23.1579,1311.051,2.7622,1311.1406,2.762,86.5561,0.4751
W53,Marsh,10/15/14,0.26,27.3684,1758.3747,3.7047,1758.5052,3.7044,147.721,0.8108
W53,Marsh,10/31/14,0,0,0,0,0,0,0,0
W53,Marsh,11/10/14,0,0,0,0,0,0,0,0
W53,Marsh,12/1/14,0.4,42.1053,4056.6354,8.5469,4056.9516,8.5462,535.9724,2.9417
W53,Marsh,12/11/14,0.34,35.7895,2879.8406,6.0675,2880.0701,6.067,330.8549,1.8159
W53,Marsh,12/22/14,0.31,32.6316,2415.6935,5.0896,2415.8834,5.0892,251.5642,1.3807
W53,Marsh,1/7/15,0.71,74.7368,37557.7613,79.1298,37559.994,79.1218,8194.7989,44.9768
W53,Marsh,1/21/15,0.69,72.6316,36432.757,76.7596,36434.7844,76.7515,7454.0945,40.9115
W53,Marsh,2/5/15,0.77,81.0526,39447.9992,83.1124,39451.0146,83.1054,10507.4917,57.6699
W53,Marsh,2/17/15,0.75,78.9474,38857.4109,81.8681,38860.1628,81.8607,9724.4232,53.3721
W53,Marsh,3/4/15,0.77,81.0526,39447.9992,83.1124,39451.0146,83.1054,10507.4917,57.6699
W53,Marsh,3/24/15,0.77,81.0526,39447.9992,83.1124,39451.0146,83.1054,10507.4917,57.6699
W53,Marsh,4/13/15,0.67,70.5263,35279.924,74.3307,35281.7991,74.3227,6736.9469,36.9754
W53,Marsh,4/30/15,0.77,81.0526,39447.9992,83.1124,39451.0146,83.1054,10507.4917,57.6699
W53,Marsh,5/14/15,0.64,67.3684,33526.573,70.6366,33528.223,70.6287,5704.7714,31.3104
W53,Marsh,5/26/15,0.6,63.1579,31136.4435,65.6009,31137.7993,65.5932,4411.3123,24.2113
W53,Marsh,6/10/15,0.56,58.9474,28687.0096,60.4402,28688.0774,60.4328,3214.649,17.6435
W53,Marsh,6/22/15,0.47,49.4737,16208.1088,34.1486,16208.6032,34.1442,1129.5273,6.1994
W53,Marsh,7/8/15,0.43,45.2632,5357.7753,11.2882,5358.1353,11.2872,672.9764,3.6936
W53,Marsh,7/20/15,0.3,31.5789,2273.6292,4.7903,2273.8065,4.7899,228.1229,1.252
W53,Marsh,8/3/15,0.15,15.7895,531.0026,1.1188,531.0467,1.1187,24.4911,0.1344
W53,Marsh,8/20/15,0,0,0,0,0,0,0,0
W53,Marsh,8/31/15,0,0,0,0,0,0,0,0
W53,Marsh,9/14/15,0,0,0,0,0,0,0,0
W53,Marsh,10/1/15,0,0,0,0,0,0,0,0
W53,Marsh,10/12/15,0,0,0,0,0,0,0,0
W53,Marsh,10/26/15,0,0,0,0,0,0,0,0
W53,Marsh,11/12/15,0.3,31.5789,2273.6292,4.7903,2273.8065,4.7899,228.1229,1.252
W53,Marsh,11/23/15,0.33,34.7368,2718.7993,5.7282,2719.0152,5.7277,302.867,1.6623
W53,Marsh,12/7/15,0.38,40,3587.3173,7.5581,3587.6039,7.5575,459.8596,2.5239
W53,Marsh,12/21/15,0.3,31.5789,2273.6292,4.7903,2273.8065,4.7899,228.1229,1.252
W53,Marsh,1/7/16,0.4,42.1053,4056.6354,8.5469,4056.9516,8.5462,535.9724,2.9417
W53,Marsh,1/20/16,0.45,47.3684,11294.375,23.7959,11294.7691,23.7929,831.2825,4.5625
W53,Marsh,2/1/16,0.47,49.4737,16208.1088,34.1486,16208.6032,34.1442,1129.5273,6.1994
W53,Marsh,2/18/16,0.63,66.3158,32934.6357,69.3895,32936.2115,69.3816,5372.4623,29.4865
W53,Marsh,3/2/16,0.66,69.4737,34698.8369,73.1064,34700.6365,73.0985,6387.0505,35.055
W53,Marsh,3/14/16,0.64,67.3684,33526.573,70.6366,33528.223,70.6287,5704.7714,31.3104
W53,Marsh,3/28/16,0.7,73.6842,37004.1875,77.9635,37006.2918,77.9555,7821.2827,42.9268
W53,Marsh,4/11/16,0.91,95.7895,45023.4376,94.8592,45029.5033,94.8567,16371.6353,89.855
W53,Marsh,4/25/16,0.89,93.6842,43950.4577,92.5985,43955.8654,92.595,15482.0598,84.9726
W53,Marsh,5/9/16,0.8,84.2105,40330.0283,84.9707,40333.4423,84.9642,11704.1588,64.2377
W53,Marsh,5/23/16,0.75,78.9474,38857.4109,81.8681,38860.1628,81.8607,9724.4232,53.3721
W53,Marsh,6/10/16,0.64,67.3684,33526.573,70.6366,33528.223,70.6287,5704.7714,31.3104
W53,Marsh,6/27/16,0.5,52.6316,20614.7498,43.4329,20615.4199,43.4273,1676.7808,9.2029
W53,Marsh,7/19/16,0.26,27.3684,1758.3747,3.7047,1758.5052,3.7044,147.721,0.8108
W53,Marsh,8/1/16,0,0,0,0,0,0,0,0
W53,Marsh,8/15/16,0.38,40,3587.3173,7.5581,3587.6039,7.5575,459.8596,2.5239
W53,Marsh,8/29/16,0.12,12.6316,319.8704,0.6739,319.9007,0.6739,11.8707,0.0652
W53,Marsh,9/12/16,0,0,0,0,0,0,0,0
W53,Marsh,9/26/16,0,0,0,0,0,0,0,0
W53,Marsh,10/10/16,0,0,0,0,0,0,0,0
W53,Marsh,10/24/16,0,0,0,0,0,0,0,0
W53,Marsh,11/7/16,0,0,0,0,0,0,0,0
W53,Marsh,11/21/16,0,0,0,0,0,0,0,0
W53,Marsh,12/5/16,0,0,0,0,0,0,0,0
W53,Marsh,12/20/16,0.55,57.8947,28024.1257,59.0436,28025.1228,59.0362,2930.9647,16.0865
W53,Marsh,1/4/17,0.7,73.6842,37004.1875,77.9635,37006.2918,77.9555,7821.2827,42.9268
W53,Marsh,1/17/17,0.74,77.8947,38558.5483,81.2384,38561.1693,81.2309,9337.3414,51.2476
W53,Marsh,1/31/17,0.93,97.8947,46194.4386,97.3263,46201.2405,97.325,17283.6507,94.8605
W53,Marsh,2/14/17,0.93,97.8947,46194.4386,97.3263,46201.2405,97.325,17283.6507,94.8605
W53,Marsh,2/27/17,0.9,94.7368,44474.695,93.703,44480.422,93.7,15924.1651,87.3991
W53,Marsh,3/14/17,0.83,87.3684,41319.5055,87.0554,41323.4081,87.0497,12928.3679,70.9568
W53,Marsh,3/28/17,0.78,82.1053,39741.8626,83.7315,39745.0106,83.7247,10903.4409,59.843
W53,Marsh,4/11/17,0.77,81.0526,39447.9992,83.1124,39451.0146,83.1054,10507.4917,57.6699
W53,Marsh,4/25/17,0.68,71.5789,35857.8974,75.5484,35859.8484,75.5404,7092.6386,38.9276
W53,Marsh,5/10/17,0.56,58.9474,28687.0096,60.4402,28688.0774,60.4328,3214.649,17.6435
W53,Marsh,5/23/17,0.54,56.8421,27143.6319,57.1885,27144.5596,57.1813,2654.9298,14.5715
W53,Marsh,6/11/17,0.48,50.5263,17445.6931,36.756,17446.2433,36.7513,1297.5965,7.1218
W53,Marsh,6/27/17,0.43,45.2632,5357.7753,11.2882,5358.1353,11.2872,672.9764,3.6936
W53,Marsh,7/10/17,0.39,41.0526,3797.3477,8.0006,3797.6491,7.9999,496.7441,2.7264
W53,Marsh,7/26/17,0.3,31.5789,2273.6292,4.7903,2273.8065,4.7899,228.1229,1.252
W53,Marsh,8/7/17,0.21,22.1053,1209.6992,2.5487,1209.7795,2.5485,73.9558,0.4059
W53,Marsh,8/21/17,0,0,0,0,0,0,0,0
W53,Marsh,9/13/17,0,0,0,0,0,0,0,0
W53,Marsh,9/25/17,0,0,0,0,0,0,0,0
W53,Marsh,10/9/17,0,0,0,0,0,0,0,0
W53,Marsh,10/23/17,0,0,0,0,0,0,0,0
W53,Marsh,11/6/17,0,0,0,0,0,0,0,0
W53,Marsh,11/20/17,0,0,0,0,0,0,0,0
W53,Marsh,12/4/17,0,0,0,0,0,0,0,0
W53,Marsh,12/18/17,0,0,0,0,0,0,0,0
W53,Marsh,1/2/18,0,0,0,0,0,0,0,0
W53,Marsh,1/17/18,0,0,0,0,0,0,0,0
W53,Marsh,1/29/18,0.22,23.1579,1311.051,2.7622,1311.1406,2.762,86.5561,0.4751
W53,Marsh,2/12/18,0.51,53.6842,23055.6654,48.5756,23056.3983,48.5694,1894.5284,10.398
W53,Marsh,3/1/18,0.48,50.5263,17445.6931,36.756,17446.2433,36.7513,1297.5965,7.1218
W53,Marsh,3/12/18,0.48,50.5263,17445.6931,36.756,17446.2433,36.7513,1297.5965,7.1218
W53,Marsh,3/26/18,0.43,45.2632,5357.7753,11.2882,5358.1353,11.2872,672.9764,3.6936
W53,Marsh,4/10/18,0.35,36.8421,3047.2077,6.4201,3047.4509,6.4196,360.4849,1.9785
W53,Marsh,4/24/18,0.39,41.0526,3797.3477,8.0006,3797.6491,7.9999,496.7441,2.7264
W53,Marsh,5/9/18,0.14,14.7368,454.2849,0.9571,454.3242,0.9571,19.57,0.1074
W53,Marsh,5/22/18,0,0,0,0,0,0,0,0
W53,Marsh,6/6/18,0.14,14.7368,454.2849,0.9571,454.3242,0.9571,19.57,0.1074
W53,Marsh,6/22/18,0,0,0,0,0,0,0,0
W53,Marsh,7/3/18,0,0,0,0,0,0,0,0
W53,Marsh,7/16/18,0,0,0,0,0,0,0,0
W53,Marsh,8/7/18,0.3,31.5789,2273.6292,4.7903,2273.8065,4.7899,228.1229,1.252
W53,Marsh,8/21/18,0.24,25.2632,1526.3296,3.2158,1526.4388,3.2155,114.9019,0.6306
W53,Marsh,9/10/18,0.56,58.9474,28687.0096,60.4402,28688.0774,60.4328,3214.649,17.6435
W53,Marsh,9/25/18,0.43,45.2632,5357.7753,11.2882,5358.1353,11.2872,672.9764,3.6936
W53,Marsh,10/8/18,0.23,24.2105,1416.5945,2.9846,1416.6937,2.9843,100.1908,0.5499
